Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean
AKSES PAPASAN!! Dijual Rumah di Trirenggo Bantul dekat SMA N 2,"Bantul, Bantul",415000000.0,2.0,1.0,1,68.0,40.0,0.0003803937074872493,0.012658227848101266,0.0,0.0,1.914286261224646e-05,3.3333361823386174e-05,akses papas jual rumah trirenggo bantul dekat sma n 2,bantul bantul,jual rumah trirenggo bantul dekat sma n 2 bantul lokasi jebugan trirenggo bantul spesifikasi,rumah dekat sekolah dekat tempat ibadah
DEKAT JOGJA BAY!! Rumah Mewah Modern Full FURNISHED,"Maguwoharjo, Yogyakarta",185000000000.0,3.0,2.0,2,115.0,116.0,0.1851566371194186,0.025316455696202535,0.005319148936170213,0.05263157894736842,3.257143787755368e-05,9.829068229972846e-05,dekat jogja bay rumah mewah modern full furnished,maguwoharjo yogyakarta,rumah mewah modern full furnish dekat jogja bay maguwoharjo spesifikasi rumah 2 lantai baru,rumah full furnished dekat pusat belanja
RUMAH 2 LANTAI !! HUNIAN PRESTISIUS di TENGAH KOTA JOGJA,"Mantrijeron, Yogyakarta",14000000000.0,3.0,2.0,1,80.0,120.0,0.013979468750156411,0.025316455696202535,0.005319148936170213,0.0,2.2571435020410005e-05,0.00010170948864058859,rumah 2 lantai huni prestisius tengah kota jogja,mantrijeron yogyakarta,huni prestisius tengah kota jogja legalitas shm pbg bayar developer cash,rumah dekat tempat ibadah
"SPESIAL RAMADHAN, HARGA TURUN BANYAK, RUMAH MEWAH ESTETIK","Kalasan, Sleman",550000000.0,2.0,1.0,1,88.0,50.0,0.0005155335772524563,0.012658227848101266,0.0,0.0,2.4857149959185704e-05,4.1880377675536474e-05,spesial ramadhan harga turun banyak rumah mewah estetik,kalas sleman,spesial ramadhan harga turun banyak rumah mewah estetik jl bah kalas jara tirtomartani,rumah dekat fasilitas sehat
Jual Kos di Wirobrajan Yogyakarta,"Wirobrajan, Yogyakarta",19000000000.0,8.0,4.0,2,230.0,300.0,0.018984649111830745,0.08860759493670886,0.015957446808510637,0.05263157894736842,6.542859012245432e-05,0.000255555773979294,jual kos wirobrajan yogyakarta,wirobrajan yogyakarta,jual kos lokasi wirobrajan kodya yogyakarta harga 1 9 milyar nego luas tanah 230 m luas bangun,rumah dekat sekolah
Rumah 3 lantai jalan utama,"Depok, Sleman",55000000000.0,2.0,1.0,3,160.0,300.0,0.05502194771588594,0.012658227848101266,0.0,0.10526315789473684,4.542858440816697e-05,0.000255555773979294,rumah 3 lantai jalan utama,depok sleman,rumah 3 lantai pinggir jalan raya kondisi bagus cocok utk usaha,rumah
"Rumah Siap Huni Minimalis di Berbah, Sleman Dekat Kids Fun Park","Berbah, Sleman",550000000.0,3.0,1.0,1,128.0,36.0,0.0005155335772524563,0.025316455696202535,0.0,0.0,3.628572465306419e-05,2.991455548252605e-05,rumah siap huni minimal bah sleman dekat kids fun park,bah sleman,kode 1071 magnet kawasan 5 menit kids fun 8 menit bandara adi sucipto 9 menit,rumah siap huni dekat akses transportasi dekat tempat wisata
Rumah Baru Minimalis Siap Huni Bonus Kitchen Set Dekat Kampus Uii,"Sleman, Yogyakarta",728000000.0,2.0,1.0,1,105.0,65.0,0.0006937179981280626,0.012658227848101266,0.0,0.0,2.971429420408406e-05,5.4700901453761926e-05,rumah baru minimal siap huni bonus kitchen set dekat kampus uii,sleman yogyakarta,jual rumah baru siap huni konsep modern bonus kitchen set kompor modena jl kaliurang,rumah siap huni dekat sekolah dekat landmark
Rumah Minimalis Modern Dalam Perum di Berbah Dekat Lava Bantal,"Berbah, Sleman",691000000.0,2.0,1.0,1,83.0,60.0,0.0006566796634516725,0.012658227848101266,0.0,0.0,2.3428578122450892e-05,5.042739352768678e-05,rumah minimal modern perum bah dekat lava bantal,bah sleman,kode 875 daya tarik kawasan 4 menit lava bantal 5 menit bandara adi sucipto 12,rumah dekat akses transportasi dekat sekolah dekat fasilitas sehat
Dijual Rumah Cluster Baru Siap Huni di Kota Jogja Mantrijeron,"Mantrijeron, Yogyakarta",580000000.0,2.0,1.0,1,28.0,50.0,0.0005455646594225023,0.012658227848101266,0.0,0.0,7.714287918367976e-06,4.1880377675536474e-05,jual rumah cluster baru siap huni kota jogja mantrijeron,mantrijeron yogyakarta,jual rumah cluster baru siap huni kota jogja mantrijeron lokasi gedongkiwo mantrijeron pusat,rumah siap huni dekat pusat belanja
Rumah Jogja Dijual Rumah Baru Demangan Dekat Ambarukmo Plaza,"Depok, Sleman",325000000000.0,2.0,2.0,1,137.0,207.0,0.32530168724629993,0.012658227848101266,0.005319148936170213,0.0,3.885715395918685e-05,0.0001760685265542962,rumah jogja jual rumah baru demang dekat ambarukmo plaza,depok sleman,jual rumah baru jogja demang caturtunggal depok sleman shm lt 137m lb 207m ld 7 5m 2 1 kt,rumah dekat pusat belanja dekat sekolah
Jual Rumah Baru Jogja Demangan Dekat Kampus Sanata Dharma,"Depok, Sleman",325000000000.0,3.0,3.0,1,140.0,210.0,0.32530168724629993,0.025316455696202535,0.010638297872340424,0.0,3.9714297061227735e-05,0.0001786326313099413,jual rumah baru jogja demang dekat kampus sanata dharma,depok sleman,jual rumah baru jogja demang caturtunggal depok sleman shm lt 140m lb 210m ld 6 5m 3 1 kt,rumah dekat pusat belanja dekat sekolah
Dijual Rumah Jogja Rumah Baru Demangan Depok Sleman,"Depok, Sleman",37000000000.0,4.0,4.0,2,123.0,240.0,0.03700329841385834,0.0379746835443038,0.015957446808510637,0.05263157894736842,3.4857152816329376e-05,0.0002042736788663922,jual rumah jogja rumah baru demang depok sleman,depok sleman,jual rumah baru jogja demang caturtunggal depok sleman shm lt 123m lb 240m ld 8m 4 1 kt 4 1,rumah dekat pusat belanja dekat sekolah
Rumah Baru Jogja Dijual Caturtunggal Depok Sleman,"Depok, Sleman",45000000000.0,4.0,4.0,2,164.0,210.0,0.045011586992537274,0.0379746835443038,0.015957446808510637,0.05263157894736842,4.657144187755482e-05,0.0001786326313099413,rumah baru jogja jual caturtunggal depok sleman,depok sleman,jual rumah baru jogja demang caturtunggal depok sleman shm lt 164m lb 210m ld 10m 4 1 kt 4 1,rumah dekat pusat belanja dekat sekolah
Rumah Kos-Kos an - Yogyakarta,"Depok, Sleman",700000000.0,8.0,2.0,1,89.0,160.0,0.0006656889881026863,0.08860759493670886,0.005319148936170213,0.0,2.5142864326532666e-05,0.00013589755204918979,rumah kos kos an yogyakarta,depok sleman,rumah jual sleman rumah kost kost an yogyakarta lt 89 m2 lb 160 m2 2 lantai listrik 900 watt,rumah
