Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean
Dijual Rumah Dlm Perum Dekat Sleman City Mall Jogja,"Mlati, Sleman",13000000000.0,3.0,2.0,1,140.0,93.0,0.012978432677821545,0.025316455696202535,0.005319148936170213,0.0,3.9714297061227735e-05,7.863254583978277e-05,jual rumah dlm perum dekat sleman city mall jogja,mlati sleman,lokasi dlm rumah dekat sleman city mall satpam 24 jam sistem satu pintu aman nyaman,rumah dekat pusat belanja
"Rumah Siap Huni, Dalam Cluster Di Timur Maguwoharjo","Ngemplak, Sleman",898000000.0,3.0,2.0,1,90.0,65.0,0.0008638941304249899,0.025316455696202535,0.005319148936170213,0.0,2.5428578693879628e-05,5.4700901453761926e-05,rumah siap huni cluster timur maguwoharjo,ngemplak sleman,rumah siap huni cluster timur maguwoharjo lokasi ngemplak sleman yogyakarta hubung,rumah siap huni bebas banjir
"Rumah Murah, Baru, Dekat Sekolah Budi Mulia Tajem Di Kalasan","Kalasan, Sleman",520000000.0,2.0,1.0,1,81.0,50.0,0.00048550249508241025,0.012658227848101266,0.0,0.0,2.2857149387756968e-05,4.1880377675536474e-05,rumah murah baru dekat sekolah budi mulia tajem kalas,kalas sleman,rumah murah baru dekat sekolah budi mulia tajem kalas lokasi kalas sleman yogyakarta,rumah bebas banjir
"Rumah Baru, Tanah Luas, Utara Ringin Purwomartani","Kalasan, Sleman",650000000.0,3.0,2.0,1,121.0,85.0,0.000615637184485943,0.025316455696202535,0.005319148936170213,0.0,3.428572408163545e-05,7.179493315806252e-05,rumah baru tanah luas utara ringin purwomartani,kalas sleman,rumah baru tanah luas utara ringin purwomartani lokasi kalas kab sleman yogyakarta hubung,rumah bebas banjir
"Cluster Mewah, Full Furnished 2 Menit Ke Ring Road Selatan","Sewon, Bantul",125000000000.0,3.0,2.0,2,85.0,85.0,0.12509447277932662,0.025316455696202535,0.005319148936170213,0.05263157894736842,2.4000006857144817e-05,7.179493315806252e-05,cluster mewah full furnished 2 menit ring road selatan,won bantul,cluster mewah full furnished 2 menit ring road selatan alamat won bantul yogyakarta hubung,rumah full furnished bebas banjir
"Perumahan 2 Lantai Jl Gito Gati Dekat Jongke, Jl Palagan, Ugm","Sleman, Yogyakarta",950000000.0,4.0,2.0,1,10600.0,16000.0,0.0009159480061864029,0.0379746835443038,0.005319148936170213,0.0,0.003028286579510451,0.013674370661855267,rumah 2 lantai jl gito gati dekat jongke jl palagan ugm,sleman yogyakarta,jual cepat murah sekali rumah 1 5 lantai siap huni rumah taman shafira asri jl gito gati tridadi,rumah siap huni dekat pusat belanja dekat sekolah
"Rumah Mewah Bale Hinggil Jl Kaliurang Dekat Green Hills, Hyarta","Ngaglik, Sleman",8000000000.0,7.0,6.0,3,40000.0,44000.0,0.007973252316147213,0.0759493670886076,0.02659574468085106,0.10526315789473684,0.011428288979511137,0.037606015047876105,rumah mewah bale hinggil jl kaliurang dekat green hills hyarta,ngaglik sleman,rumah mewah rumah elit jl kaliurang km 9 sleman yogyakarta rumah tepi jalan,rumah dekat sekolah dekat landmark
"Perumahan Hyarta Jl Palagan Km 7 Dekat Pogung, The Paradise","Ngaglik, Sleman",465000000000.0,5.0,4.0,3,18000.0,22000.0,0.46544673737318126,0.05063291139240507,0.015957446808510637,0.10526315789473684,0.005142572897877971,0.018802580173145445,rumah hyarta jl palagan km 7 dekat pogung the paradise,ngaglik sleman,rumah mewah konsep villa rumah elite hyarta residence jl palagan km 7 sleman jogja dekat,rumah full furnished dekat pusat belanja dekat sekolah
"Rumah Umbulharjo Jogja Dekat Baciro, Malioboro, Kusumanegara","Umbulharjo, Yogyakarta",44000000000.0,7.0,5.0,3,52500.0,55000.0,0.04401055092020241,0.0759493670886076,0.02127659574468085,0.10526315789473684,0.014999718571348164,0.04700773248524144,rumah umbulharjo jogja dekat baciro malioboro kusumanegara,umbulharjo yogyakarta,rumah pandeyan umbulharjo yogyakarta tepi jalan besar cocok rumah tinggal kantor usaha,rumah full furnished dekat pusat belanja dekat sekolah
"Taman Palagan Asri, Dekat Bale Hinggil, Green Hills, Ugm Jogja","Ngaglik, Sleman",43000000000.0,5.0,4.0,3,24700.0,25700.0,0.04300951484786754,0.05063291139240507,0.015957446808510637,0.10526315789473684,0.007056859159102618,0.021964976038441057,taman palagan asri dekat bale hinggil green hills ugm jogja,ngaglik sleman,rumah mewah rumah elit jl palagan km 9 5 sleman jogja utara hotel hyatt 2 km,rumah full furnished dekat sekolah
"Rumah Mewah Jl.solo Dekat Seturan, Atmajaya, Upn, Babarsari","Depok, Sleman",13000000000.0,4.0,3.0,1,14400.0,20000.0,0.012978432677821545,0.0379746835443038,0.010638297872340424,0.0,0.0041140011754289075,0.017093177002715388,rumah mewah jl solo dekat tur atmajaya upn babarsari,depok sleman,rumah mewah rumah maguwoharjo depok sleman yogyakarta dekat transmart jl laksda adisucipto,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
"Rumah Jl Gito Gati Dekat Jl Magelang, Palagan, Jombor, Ugm, Uty","Sleman, Yogyakarta",850000000.0,2.0,1.0,1,10500.0,5000.0,0.0008158443989529163,0.012658227848101266,0.0,0.0,0.002999715142775755,0.004272653224489936,rumah jl gito gati dekat jl magelang palagan jombor ugm uty,sleman yogyakarta,rumah rumah griya taman asri jl gito gati pandowoharjo sleman yogyakarta dekat jl,rumah dekat sekolah dekat tempat ibadah dekat landmark
"Rumah Jl. Kaliurang Dekat Jl Damai, Jl Palagan, Lempongsari, Ugm","Ngaglik, Sleman",12000000000.0,3.0,2.0,1,26200.0,10000.0,0.011977396605486678,0.025316455696202535,0.005319148936170213,0.0,0.0074854307101230606,0.008546161150565086,rumah jl kaliurang dekat jl damai jl palagan lempongsari ugm,ngaglik sleman,rumah jalan kaliurang km 9 5 sardonoharjo ngaglik sleman yogyakarta dekat jl damai jl kapten,rumah dekat sekolah dekat landmark
Rumah Pinggir Aspal Jl Wonosari Km 9 Sitimulyo Piyungan Bantul,"Piyungan, Bantul",850000000.0,5.0,3.0,1,175.0,230.0,0.0008158443989529163,0.05063291139240507,0.010638297872340424,0.0,4.971429991837141e-05,0.00019572666301424189,rumah pinggir aspal jl wonosari km 9 sitimulyo piyungan bantul,piyungan bantul,murah strategis murah strategis rumah pinggir aspal dkt kids fun jl wonosari km 9 sitimulyo piyungan,rumah dekat sekolah dekat tempat wisata dekat tempat ibadah
Di Jual Rumah Di Jalan Kaliurang Km12.5 Shm,"Ngaglik, Sleman",185000000000.0,3.0,2.0,2,121.0,100.0,0.1851566371194186,0.025316455696202535,0.005319148936170213,0.05263157894736842,3.428572408163545e-05,8.461545693628798e-05,jual rumah jalan kaliurang km12 5 shm,ngaglik sleman,ku01 rumah jual modern kontemporer rp 1 85 miliar nego,rumah dekat landmark
Kos Eksklusif 14 Kamar Siap Bangun Di Pogung,"Pogung, Yogyakarta",4000000000.0,14.0,14.0,3,142.0,210.0,0.003969108026807746,0.16455696202531644,0.06914893617021277,0.10526315789473684,4.028572579592166e-05,0.0001786326313099413,kos eksklusif 14 kamar siap bangun pogung,pogung yogyakarta,kos eksklusif 14 kamar siap bangun pogung dekat ugm lokasi pogung baru shm pbg spesifikasi,rumah full furnished dekat sekolah
Rumah Asri Siap Huni Harga 500 Jtan di Dekat Puskesmas Seyegan,"Mlati, Sleman",550000000.0,2.0,2.0,1,125.0,80.0,0.0005155335772524563,0.012658227848101266,0.005319148936170213,0.0,3.54285815510233e-05,6.752142523198738e-05,rumah asri siap huni harga 500 jtan dekat puskesmas seyegan,mlati sleman,jual rumah asri lokasi strategis seyegan sleman 550 juta milik huni nyaman dengan,rumah siap huni dekat pusat belanja dekat fasilitas sehat
Rumah Cantik Istimewa Estetik Harga Murah Di Sambiroto Purwomartani Dekat Kampus Budi Mulia Tajem,"Kalasan, Sleman",696000000.0,3.0,2.0,1,110.0,72.0,0.0006616848438133468,0.025316455696202535,0.005319148936170213,0.0,3.114286604081887e-05,6.068381255026713e-05,rumah cantik istimewa estetik harga murah sambiroto purwomartani dekat kampus budi mulia tajem,kalas sleman,rumah cantik istimewa estetik harga murah sambiroto purwomartani dekat kampus budi mulia tajem,rumah dekat sekolah
Di Jual Rumah Di Purwobinangun Dekat Wisata Merapi,"Pakem, Sleman",18000000000.0,4.0,4.0,2,2560.0,500.0,0.017983613039495878,0.0379746835443038,0.015957446808510637,0.05263157894736842,0.000731143066040876,0.0004264960910223,jual rumah purwobinangun dekat wisata rapi,pakem sleman,bismillahirrahmanirrahim dv05 jual rumah purwobinangun dekat wisata rapi idr rp 1 800 000 000,rumah
Dijual Home Stay Full Furnish Daerah Umbulharjo,"Umbulharjo, Yogyakarta",39000000000.0,8.0,9.0,2,240.0,231.0,0.039005370558528075,0.08860759493670886,0.0425531914893617,0.05263157894736842,6.828573379592394e-05,0.00019658136459945692,jual home stay full furnish daerah umbulharjo,umbulharjo yogyakarta,dh71 home stay full furnish daerah umbulharjo luas tanah 240 m luas bangun 231 m kamar tidur,rumah full furnished
Rumah 2 Lantai Lokasi Dalam Perum Candi Indah Ngemplak Sleman,"Ngemplak, Sleman",17000000000.0,4.0,3.0,2,192.0,174.0,0.01698257696716101,0.0379746835443038,0.010638297872340424,0.05263157894736842,5.4571444163269766e-05,0.0001478633742422002,rumah 2 lantai lokasi perum candi indah ngemplak sleman,ngemplak sleman,rumah semi furnish diri bangun 2 lantai lengkap 4 kamar tidur 3 kamar mandi,rumah full furnished dekat tempat wisata
Rumah Dengan Lokasi Strategis Di Jalan Besole Raya,"Gamping, Sleman",48000000000.0,7.0,8.0,3,223.0,513.0,0.04801469520954187,0.0759493670886076,0.03723404255319149,0.10526315789473684,6.342858955102558e-05,0.0004376072116300954,rumah lokasi strategis jalan besole raya,gamping sleman,dh70 rumah tempat usaha strategis 2 km tugu jogja luas tanah 223 m luas bangun 513,rumah dekat pusat belanja dekat sekolah
"Rumah Semi Furnish Halaman Luas Tengah Kota, Cocok Untuk Homestay","Mergangsan, Yogyakarta",65000000000.0,6.0,4.0,3,1137.0,300.0,0.0650323084392346,0.06329113924050633,0.015957446808510637,0.10526315789473684,0.00032457152130614897,0.000255555773979294,rumah semi furnish halaman luas tengah kota cocok homestay,mergangsan yogyakarta,dh69 rumah semi furnish halaman luas tengah kota cocok homestay luas tanah 1137 m luas bangun,rumah full furnished dekat sekolah
Kost Exclusive Mewah Dekat Ugm,"Depok, Sleman",4000000000.0,14.0,14.0,3,142.0,210.0,0.003969108026807746,0.16455696202531644,0.06914893617021277,0.10526315789473684,4.028572579592166e-05,0.0001786326313099413,kost exclusive mewah dekat ugm,depok sleman,kos eksklusif 14 kamar siap bangun pogung dekat ugm lokasi pogung baru shm pbg spesifikasi,rumah full furnished dekat sekolah
"Rumah Kos Banyak Kamar, Dekat Uii Pusat, Jl. Kaliurang","Ngaglik, Sleman",45000000000.0,22.0,22.0,2,728.0,400.0,0.045011586992537274,0.26582278481012656,0.11170212765957448,0.05263157894736842,0.00020771434506124147,0.00034102593250079697,rumah kos banyak kamar dekat uii pusat jl kaliurang,ngaglik sleman,buah rumah kos banyak kamar lokasi strategis dekat kampus pusat uii jl kaliurang ngaglik,rumah dekat sekolah dekat landmark
Villa View Belakang Sawah Pegunungan Luas 671 M²,"Pajangan, Bantul",21000000000.0,4.0,4.0,4,671.0,200.0,0.020986721256500477,0.0379746835443038,0.015957446808510637,0.15789473684210525,0.00019142862612246464,0.00017008561545779098,villa view belakang sawah gunung luas 671 m,pajang bantul,rumah villa jual pajang bantul view belakang sawah gunung spesifikasi luas,rumah dekat sekolah
"Rumah Minimalis Modern, Komplek Perumahan, Dekat Ambarukmo Plaza","Caturtunggal, Sleman",175000000000.0,3.0,2.0,1,125.0,80.0,0.17514627639606994,0.025316455696202535,0.005319148936170213,0.0,3.54285815510233e-05,6.752142523198738e-05,rumah minimal modern komplek rumah dekat ambarukmo plaza,caturtunggal sleman,rumah ada dalam komplek rumah lokasi strategis daerah selatan ambarrukmo,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat
"Rumah Besar, Belakang Mall, Condongcatur, Full Furnished, Dekat Kampus","Depok, Sleman",3000000000.0,4.0,2.0,1,140.0,110.0,0.0029680719544728793,0.0379746835443038,0.005319148936170213,0.0,3.9714297061227735e-05,9.316247278843828e-05,rumah besar belakang mall condongcatur full furnished dekat kampus,depok sleman,rumah besar ada komplek rumah belakang pakuwon mall jual serta furnish nya,rumah full furnished dekat sekolah dekat fasilitas sehat
Untung Beli Rumah Moderen di Utara Jl Gito gati,"Mlati, Sleman",495000000.0,2.0,1.0,1,112.0,36.0,0.00046047659327403865,0.012658227848101266,0.0,0.0,3.171429477551279e-05,2.991455548252605e-05,untung beli rumah moderen utara jl gito gati,mlati sleman,untung beli rumah moderen utara jl gito gati hadir grha murang lokasi untung,rumah dekat akses transportasi
Rumah Tinggal Lokasi Strategis Dekat Pasar Gentan Ngaglik Sleman,"Ngaglik, Sleman",1000000000.0,4.0,3.0,1,193.0,208.0,0.0009659998098031464,0.0379746835443038,0.010638297872340424,0.0,5.485715853061672e-05,0.00017692322813951122,rumah tinggal lokasi strategis dekat pasar gentan ngaglik sleman,ngaglik sleman,rumah tinggal milik luas tanah 193m2 luas bangun 208m2 lebar depan 12m diri dari,rumah dekat pusat belanja
"Dijual Rumah Strategis Berbah, 300 Meter Dari Jl Raya Berbah Kalasan","Sleman, Sleman",545000000.0,2.0,1.0,2,100.0,45.0,0.000510528396890782,0.012658227848101266,0.0,0.05263157894736842,2.8285722367349247e-05,3.760686974946133e-05,jual rumah strategis bah 300 meter jl raya bah kalas,sleman sleman,jual rumah strategis bah 300 meter jl raya bah kalas wujutkan huni moderen lokasi,rumah dekat sekolah
Bangunan Joglo Dan Rumah Induk di Pakem Sleman. SHM,"Pakem, Sleman",38000000000.0,5.0,3.0,2,472.0,220.0,0.03800433448619321,0.05063291139240507,0.010638297872340424,0.05263157894736842,0.00013457146702041916,0.0001871796471620916,bangun joglo rumah induk pakem sleman shm,pakem sleman,jual bangun joglo plus rumah huni induk putar harjobinangun pakem sleman yogyakarta utara,rumah dekat sekolah
Rumah Modern Mangku Jalan Aspal di Jl Magelang 12 Sleman,"Mlati, Sleman",560000000.0,3.0,2.0,1,115.0,60.0,0.0005255439379758049,0.025316455696202535,0.005319148936170213,0.0,3.257143787755368e-05,5.042739352768678e-05,rumah modern mang jalan aspal jl magelang 12 sleman,mlati sleman,rumah modern mang jalan aspal jl magelang 12 sleman triharjo kabupaten sleman daerah istimewa,rumah dekat sekolah dekat tempat ibadah
"Rumah Murah Dan Strategis Dekat Dengan Tol Gamping, Seyegan","Seyegan, Sleman",299000000.0,2.0,1.0,1,60.0,30.0,0.00026427352309640477,0.012658227848101266,0.0,0.0,1.6857147673470764e-05,2.4786345971235875e-05,rumah murah strategis dekat tol gamping seyegan,seyegan sleman,rumah murah strategis dekat tol gamping seyegan cari huni strategis dekat,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
Rumah Luas Jogja Pinggiran Dekat Persawahan 400 M²,"Bantul, Yogyakarta",17000000000.0,5.0,3.0,3,410.0,315.0,0.01698257696716101,0.05063291139240507,0.010638297872340424,0.10526315789473684,0.0001168571762449075,0.0002683762977575194,rumah luas jogja pinggir dekat sawah 400 m,bantul yogyakarta,jual rumah pleret bantul lokasi dekat pasar pleret spesifikasi luas 410 m bangun,rumah
Rumah 2 Lantai Dalam Cluster Dekat Ringroad Terminal Giwangan SHM,"Bantul, Yogyakarta",690000000.0,3.0,2.0,2,75.0,60.0,0.0006556786273793376,0.025316455696202535,0.005319148936170213,0.05263157894736842,2.1142863183675194e-05,5.042739352768678e-05,rumah 2 lantai cluster dekat ringroad terminal giwang shm,bantul yogyakarta,rumah 2 lantai cluster dekat ringroad terminal giwang shm sedia type 60 rumah 2 lantai,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
Rumah Siap Huni Dalam Cluster di Kawasan Strategis Prambanan,"Condong Catur, Sleman",260000000.0,2.0,1.0,1,60.0,36.0,0.00022523311627534496,0.012658227848101266,0.0,0.0,1.6857147673470764e-05,2.991455548252605e-05,rumah siap huni cluster kawasan strategis prambanan,condong catur sleman,milik segera rumah desain modern elegan dengan harga 200 juta lokasi di,rumah siap huni dekat akses transportasi dekat pusat belanja
"Rumah Desain Scandinavian Full Furnished Di Ngaglik, Sleman","Ngaglik, Sleman",139000000000.0,3.0,3.0,1,134.0,110.0,0.13910897779201475,0.025316455696202535,0.010638297872340424,0.0,3.800001085714596e-05,9.316247278843828e-05,rumah desain scandinavian full furnished ngaglik sleman,ngaglik sleman,rumah desain scandinavian full furnished ngaglik sleman rumah desain scandinavian siap huni,rumah full furnished siap huni dekat sekolah
Rumah Siap Huni Dengan Akses Dekat Tebing Breksi Prambanan Sleman,"Prambanan, Sleman",375000000.0,2.0,1.0,1,75.0,40.0,0.0003403522645938546,0.012658227848101266,0.0,0.0,2.1142863183675194e-05,3.3333361823386174e-05,rumah siap huni akses dekat tebing breksi prambanan sleman,prambanan sleman,rumah siap huni akses dekat tebing breksi prambanan sleman lokasi prambanan sleman yogyakarta,rumah siap huni dekat sekolah dekat tempat wisata
Rumah Tinggal Lokasi Strategis Dekat Pasar Seni Gabusan,"Bambanglipuro, Bantul",25000000000.0,6.0,3.0,2,670.0,350.0,0.024990865545839944,0.06329113924050633,0.010638297872340424,0.05263157894736842,0.00019114291175511766,0.00029829085324004545,rumah tinggal lokasi strategis dekat pasar seni gabus,bambanglipuro bantul,lt 670m2 lb 350 m2 anda cari rumah tinggal rumah pensiun daerah,rumah dekat pusat belanja
Segera Sold Out Rumah Joglo Sisa 1 Unit Dalam Zona Wisata Prambanan,"Prambanan, Sleman",565000000.0,2.0,1.0,1,102.0,36.0,0.0005305491183374793,0.012658227848101266,0.0,0.0,2.8857151102043172e-05,2.991455548252605e-05,segera sold out rumah joglo sisa 1 unit zona wisata prambanan,prambanan sleman,segera sold out rumah joglo sisa 1 unit zona wisata prambanan skema bayar cash keras,rumah dekat akses transportasi dekat tempat wisata dekat tempat ibadah
Rumah Baru Dekat Jalan Palagan Km 9 Jogja,"Ngaglik, Sleman",14000000000.0,3.0,3.0,2,109.0,115.0,0.013979468750156411,0.025316455696202535,0.010638297872340424,0.05263157894736842,3.0857151673471904e-05,9.743598071451343e-05,rumah baru dekat jalan palagan km 9 jogja,ngaglik sleman,rumah proses finishing bulan september ahir siap huni total 3 unit lokasi jalan palagan km 9 akses,rumah siap huni
Rumah Baru Siap Huni Tanah Luas Harga Murah di Purwomartani,"Purwomartani   , Sleman",725000000.0,4.0,2.0,1,140.0,100.0,0.000690714889911058,0.0379746835443038,0.005319148936170213,0.0,3.9714297061227735e-05,8.461545693628798e-05,rumah baru siap huni tanah luas harga murah purwomartani,purwomartani sleman,rumah baru siap huni tanah luas harga murah purwomartani rumah baru tarik tanah luas,rumah siap huni dekat tempat ibadah
Rumah Murah Siap Huni Harga 200 Jutaan Di Prambanan,"Prambanan, Sleman",250000000.0,2.0,1.0,1,60.0,40.0,0.00021522275555199634,0.012658227848101266,0.0,0.0,1.6857147673470764e-05,3.3333361823386174e-05,rumah murah siap huni harga 200 juta prambanan,prambanan sleman,rumah murah siap huni harga 200 juta prambanan adi rumah paling murah utara prambanan,rumah siap huni dekat pusat belanja dekat sekolah
Rumah 2Lt Baru Strategis Dekat Jln Wonosari Potorono Banguntapan,"Bantul, Yogyakarta",808000000.0,3.0,2.0,2,79.0,70.0,0.0007738008839148518,0.025316455696202535,0.005319148936170213,0.05263157894736842,2.2285720653063043e-05,5.897440937983708e-05,rumah 2lt baru strategis dekat jln wonosari potorono banguntapan,bantul yogyakarta,rumah 2lt baru strategis dekat jln wonosari potorono banguntapan deskripsi rumah minimal sangat,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
Rumah Dalam Kota Jogja Bonus Furnish Unit Terahir,"Umbulharjo, Yogyakarta",14000000000.0,4.0,3.0,1,105.0,125.0,0.013979468750156411,0.0379746835443038,0.010638297872340424,0.0,2.971429420408406e-05,0.00010598299656666373,rumah kota jogja bonus furnish unit terahir,umbulharjo yogyakarta,jual rumah kota jogja dekat rs wirosaban spek rumah kulo luas tanah 105 m luas bangun 125m,rumah full furnished dekat akses transportasi dekat pusat belanja
Rumah Murah Siap Huni Harga 200 Jutaan Di Prambanan,"Prambanan, Sleman",250000000.0,2.0,1.0,1,60.0,40.0,0.00021522275555199634,0.012658227848101266,0.0,0.0,1.6857147673470764e-05,3.3333361823386174e-05,rumah murah siap huni harga 200 juta prambanan,prambanan sleman,rumah murah siap huni harga 200 juta prambanan adi rumah paling murah utara prambanan yang,rumah siap huni dekat pusat belanja dekat sekolah
Rumah Baru Dapat Custom 400 Meter Dari Pemda Sleman,"Sleman, Yogyakarta",750000000.0,2.0,1.0,1,100.0,50.0,0.0007157407917194296,0.012658227848101266,0.0,0.0,2.8285722367349247e-05,4.1880377675536474e-05,rumah baru custom 400 meter pemda sleman,sleman yogyakarta,rumah baru custom 400 meter pemda sleman wujutkan huni lokasi strategis sleman lokasi,rumah dekat sekolah dekat landmark
Villa Siap Huni Dengan View Pantai Parangtritis Kretek Bantul,"Kretek, Bantul",25000000000.0,8.0,8.0,2,256.0,350.0,0.024990865545839944,0.08860759493670886,0.03723404255319149,0.05263157894736842,7.285716367347534e-05,0.00029829085324004545,villa siap huni view pantai parangtritis kretek bantul,kretek bantul,makin kembang wisata yogyakarta tentu buka peluang sangat besar untuk,rumah siap huni dekat sekolah dekat tempat wisata
Dijual Rumah Cantik Siap Huni Dalam Perumahan Jakal Km 10 Daerah Gantan,"Ngaglik, Sleman",580000000.0,2.0,1.0,1,80.0,70.0,0.0005455646594225023,0.012658227848101266,0.0,0.0,2.2571435020410005e-05,5.897440937983708e-05,jual rumah cantik siap huni rumah jakal km 10 daerah gantan,ngaglik sleman,jual rumah cantik siap huni rumah jakal km 10 daerah gantan spesifikasi luas tanah 88,rumah siap huni dekat sekolah dekat fasilitas sehat
"Rumah Mewah 2 Lantai Siap Huni Dekat Bandara Adi Sutjipto, Depok, Sleman","Depok, Sleman",12000000000.0,3.0,2.0,1,90.0,130.0,0.011977396605486678,0.025316455696202535,0.005319148936170213,0.0,2.5428578693879628e-05,0.00011025650449273888,rumah mewah 2 lantai siap huni dekat bandara adi sutjipto depok sleman,depok sleman,rumah mewah 2 lantai siap huni dekat bandara adi sutjipto depok sleman lokasi depok sleman,rumah siap huni bebas banjir dekat akses transportasi
Dijual Hunian Modern Akses Mudah Diutara Jl Gito Gati,"Sleman, Yogyakarta",495000000.0,2.0,1.0,1,112.0,36.0,0.00046047659327403865,0.012658227848101266,0.0,0.0,3.171429477551279e-05,2.991455548252605e-05,jual huni modern akses mudah utara jl gito gati,sleman yogyakarta,jual huni modern akses mudah utara jl gito gati triharjo kabupaten sleman daerah istimewa,rumah dekat pusat belanja dekat fasilitas sehat
Dijual Rumah Moderen Minimalis Dekat Ibarbo Park Jl Magelang,"Tempel, Sleman",398000000.0,2.0,1.0,1,80.0,36.0,0.00036337609425755657,0.012658227848101266,0.0,0.0,2.2571435020410005e-05,2.991455548252605e-05,jual rumah moderen minimal dekat ibarbo park jl magelang,tempel sleman,jual rumah moderen minimal dekat ibarbo park jl magelang wujutkan huni baru moderen minimal,rumah
"Dijual Cepat , Rumah Mewah 2 Lantai , Dekat Alun Alun Kidul Yogyakarta","Mantrijeron, Yogyakarta",17000000000.0,3.0,3.0,1,232.0,255.0,0.01698257696716101,0.025316455696202535,0.010638297872340424,0.0,6.600001885714824e-05,0.00021709420264461764,jual cepat rumah mewah 2 lantai dekat alun alun kidul yogyakarta,mantrijeron yogyakarta,jual cepat rumah mewah 2 lantai dekat alun alun kidul yogyakarta jual cepat rumah besar dan,rumah dekat akses transportasi dekat sekolah dekat tempat wisata
Rumah Jalan Solo Sleman Timur Luas 800 Meter,"Kalasan, Sleman",175000000000.0,4.0,2.0,3,783.0,300.0,0.17514627639606994,0.0379746835443038,0.005319148936170213,0.10526315789473684,0.00022342863526532438,0.000255555773979294,rumah jalan solo sleman timur luas 800 meter,kalas sleman,rumah super luas lega belakang halaman luas bikin kolam renang eksotis view alam belakang,rumah dekat akses transportasi
Rumah Tinggal 2 Kamar Lokasi Dekat SMA N 1 Jetis Bantul,"Jetis, Bantul",330000000.0,2.0,1.0,1,70.0,45.0,0.0002953056413387856,0.012658227848101266,0.0,0.0,1.9714291346940386e-05,3.760686974946133e-05,rumah tinggal 2 kamar lokasi dekat sma n 1 jetis bantul,jetis bantul,anda sedang cari rumah tinggal daerah jetis bantul kami tawar 1 unit rumah tinggal,rumah dekat sekolah
"Rumah Mewah 2 Lantai Jl Gito Gati Dekat Pemda Sleman, Jongke","Sleman, Sleman",950000000.0,4.0,2.0,1,10600.0,16000.0,0.0009159480061864029,0.0379746835443038,0.005319148936170213,0.0,0.003028286579510451,0.013674370661855267,rumah mewah 2 lantai jl gito gati dekat pemda sleman jongke,sleman sleman,jual cepat murah sekali rumah 1 5 lantai siap huni rumah taman shafira asri jl gito gati tridadi,rumah siap huni dekat pusat belanja dekat sekolah
Rumah Scandinavia Cocok Buat Investasi di Dekat Stasiun Brambanan,"Kotagede, Yogyakarta",592000000.0,2.0,1.0,1,90.0,36.0,0.0005575770922905207,0.012658227848101266,0.0,0.0,2.5428578693879628e-05,2.991455548252605e-05,rumah scandinavia cocok buat investasi dekat stasiun brambanan,kotagede yogyakarta,sedang cari huni modern nyaman sekaligus investasi janji tawar rumah eksklusif,rumah dekat akses transportasi dekat tempat ibadah dekat landmark
"Perumahan Mewah Bale Hinggil Dekat Jl Kaliurang Km 9, Uny, Ugm","Ngaglik, Sleman",8000000000.0,7.0,6.0,3,40000.0,44000.0,0.007973252316147213,0.0759493670886076,0.02659574468085106,0.10526315789473684,0.011428288979511137,0.037606015047876105,rumah mewah bale hinggil dekat jl kaliurang km 9 uny ugm,ngaglik sleman,rumah mewah rumah elit jl kaliurang km 9 sleman yogyakarta rumah tepi jalan,rumah dekat sekolah dekat landmark
"Perumahan Mewah Furnished Hyarta Jl Palagan Dekat Hyatt, Ugm","Ngaglik, Sleman",465000000000.0,5.0,5.0,3,18000.0,22000.0,0.46544673737318126,0.05063291139240507,0.02127659574468085,0.10526315789473684,0.005142572897877971,0.018802580173145445,rumah mewah furnished hyarta jl palagan dekat hyatt ugm,ngaglik sleman,rumah mewah konsep villa rumah elite hyarta residence jl palagan km 7 sleman jogja dekat,rumah full furnished dekat pusat belanja dekat sekolah
"Rumah Umbulharjo Jogja Dekat Timoho, Kusumanegara, Xt Square","Umbulharjo, Yogyakarta",44000000000.0,7.0,5.0,3,52500.0,55000.0,0.04401055092020241,0.0759493670886076,0.02127659574468085,0.10526315789473684,0.014999718571348164,0.04700773248524144,rumah umbulharjo jogja dekat timoho kusumanegara xt square,umbulharjo yogyakarta,rumah pandeyan umbulharjo yogyakarta tepi jalan besar cocok rumah tinggal kantor usaha,rumah full furnished dekat pusat belanja dekat sekolah
"Rumah Taman Palagan Asri Dekat Hyatt, Ugm Jogja, Green Hills","Ngaglik, Sleman",43000000000.0,5.0,4.0,3,24700.0,25700.0,0.04300951484786754,0.05063291139240507,0.015957446808510637,0.10526315789473684,0.007056859159102618,0.021964976038441057,rumah taman palagan asri dekat hyatt ugm jogja green hills,ngaglik sleman,rumah mewah rumah elit jl palagan km 9 5 sleman jogja utara hotel hyatt 2 km,rumah full furnished dekat sekolah
